state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AL,enrollmetric,pp_stloc_raw_AL,pp_fed_raw_AL,pp_total_raw_AL,pp_site_stloc_raw_AL,pp_site_fed_raw_AL,pp_site_raw_AL,pp_centshare_stloc_raw_AL,pp_centshare_fed_raw_AL,pp_centshare_raw_AL,schoolstloc_raw_AL,schoolfed_raw_AL,schooltot_raw_AL,pp_total_norm_NERDS,pp_centshare_loc_raw_AL,pp_centshare_st_raw_AL,pp_site_loc_raw_AL,pp_site_st_raw_AL,pp_total_loc_raw_AL,pp_total_st_raw_AL,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AL,2018-2019,AL-800,AL-800-0010,ACCELERATION DAY AND EVENING ACADEMY,ACCELERATION DAY AND EVENING ACADEMY,100197,100197,,10019702432,300.0,09-12,4,300.0,Fall ADA,8059,1315,9373,8059.0,1315.0,9373,,,,2417700.0,394500.0,2811900.0,9367.387074,,,2379.0,5680.0,2379,5680,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0010,ALABASTER CITY,CREEK VIEW ELEMENTARY SCHOOL,100190,100190,1505900300000.0,10019001815,899.0,PK-03,2,899.0,Fall ADA,8854,1165,10240,7769.0,1076.0,9052,1085.0,89.0,1187.0,7959746.0,1047335.0,9205760.0,10354.52625,758.0,327.0,769.0,7000.0,1527,7327,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0005,ALABASTER CITY,MEADOW VIEW  ELEMENTARY SCHOOL,100190,100190,1505900300000.0,10019001460,878.0,PK-03,2,878.0,Fall ADA,8803,1568,10590,7712.0,1429.0,9346,1091.0,139.0,1243.0,7729034.0,1376704.0,9298020.0,10704.30421,760.0,331.0,835.0,6877.0,1595,7208,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0050,ALABASTER CITY,THOMPSON HIGH SCHOOL,100190,100190,1505900300000.0,10019001183,2024.0,09-12,4,2024.0,Fall ADA,10612,891,12268,8550.0,779.0,10081,2061.0,112.0,2187.0,21478688.0,1803384.0,24830432.0,12381.23972,1756.0,305.0,2779.0,5771.0,4535,6077,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0020,ALABASTER CITY,THOMPSON INTERMEDIATE SCHOOL,100190,100190,1505900300000.0,10019001182,894.0,04-05,2,894.0,Fall ADA,7478,1700,9652,6591.0,1531.0,8582,887.0,169.0,1070.0,6685332.0,1519800.0,8628888.0,9766.899264,582.0,305.0,590.0,6001.0,1172,6306,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0040,ALABASTER CITY,THOMPSON MIDDLE SCHOOL,100190,100190,1505900300000.0,10019001184,1000.0,07-08,3,1000.0,Fall ADA,8275,1307,10052,7051.0,1235.0,8743,1224.0,72.0,1310.0,8275000.0,1307000.0,10052000.0,10166.64551,936.0,288.0,1774.0,5277.0,2710,5565,0,0,0,0,0,0,0
AL,2018-2019,AL-103,AL-103-0030,ALABASTER CITY,THOMPSON SIXTH GRADE CENTER,100190,100190,1505900300000.0,10019002149,489.0,06-06,2,489.0,Fall ADA,7991,245,8407,6494.0,179.0,6830,1497.0,66.0,1577.0,3907599.0,119805.0,4111023.0,8522.689067,1219.0,278.0,512.0,5982.0,1731,6260,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0200,ALBERTVILLE CITY,ALBERTVILLE ELEMENTARY SCHOOL,100005,100005,1504840100000.0,10000500889,915.0,03-04,2,915.0,Fall ADA,6657,2788,9624,5328.0,2214.0,7704,1330.0,574.0,1921.0,6091155.0,2551020.0,8805960.0,9750.854857,243.0,1087.0,307.0,5021.0,549,6108,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0020,ALBERTVILLE CITY,ALBERTVILLE HIGH SCHOOL,100005,100005,1504840100000.0,10000500871,1485.0,09-12,4,1485.0,Fall ADA,7887,1161,9521,6206.0,818.0,7479,1681.0,344.0,2042.0,11712195.0,1724085.0,14138685.0,9647.920198,346.0,1335.0,619.0,5587.0,965,6922,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0010,ALBERTVILLE CITY,ALBERTVILLE MIDDLE SCHOOL,100005,100005,1504840100000.0,10000500870,814.0,07-08,3,814.0,Fall ADA,6469,1469,8100,5133.0,1003.0,6281,1336.0,466.0,1819.0,5265766.0,1195766.0,6593400.0,8227.821653,205.0,1131.0,289.0,4844.0,494,5975,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0005,ALBERTVILLE CITY,ALBERTVILLE PRIMARY SCHOOL,100005,100005,1504840100000.0,10000502150,1076.0,01-02,2,1076.0,Fall ADA,7100,527,7833,5474.0,219.0,5884,1625.0,307.0,1949.0,7639600.0,567052.0,8428308.0,7960.991032,117.0,1508.0,60.0,5414.0,178,6922,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0035,ALBERTVILLE CITY,BIG SPRING LAKE KINDERGARTEN SCHOOL,100005,100005,1504840100000.0,10000501616,464.0,KG-KG,1,464.0,Fall ADA,7597,2694,10634,6164.0,1670.0,8159,1434.0,1024.0,2474.0,3525008.0,1250016.0,4934176.0,10760.21413,207.0,1227.0,244.0,5920.0,450,7147,0,0,0,0,0,0,0
AL,2018-2019,AL-101,AL-101-0110,ALBERTVILLE CITY,EVANS ELEMENTARY SCHOOL,100005,100005,1504840100000.0,10000500879,882.0,05-06,2,882.0,Fall ADA,5428,1257,6876,4244.0,995.0,5412,1185.0,263.0,1464.0,4787496.0,1108674.0,6064632.0,7004.598134,163.0,1022.0,166.0,4078.0,328,5100,0,0,0,0,0,0,0
AL,2018-2019,AL-102,AL-102-0010,ALEXANDER CITY,ALEXANDER CITY MIDDLE SCHOOL,100030,100030,1506200200000.0,10003000001,426.0,07-08,3,426.0,Fall ADA,8144,861,9288,6588.0,773.0,7585,1555.0,88.0,1704.0,3469344.0,366786.0,3956688.0,9359.195319,712.0,843.0,963.0,5625.0,1675,6469,0,0,0,0,0,0,0
AL,2018-2019,AL-102,AL-102-0020,ALEXANDER CITY,BENJAMIN RUSSELL HIGH SCHOOL,100030,100030,1506200200000.0,10003000003,860.0,09-12,4,860.0,Fall ADA,8387,1205,10158,6765.0,1021.0,8291,1622.0,184.0,1867.0,7212820.0,1036300.0,8735880.0,10228.64341,806.0,816.0,780.0,5985.0,1586,6801,0,0,0,0,0,0,0
AL,2018-2019,AL-102,AL-102-0030,ALEXANDER CITY,JIM PEARSON ELEMENTARY SCHOOL,100030,100030,1506200200000.0,10003000004,811.0,PK-02,2,811.0,Fall ADA,7881,1468,9491,6476.0,1214.0,7777,1405.0,254.0,1714.0,6391491.0,1190548.0,7697201.0,9562.06654,514.0,891.0,321.0,6155.0,835,7046,0,0,0,0,0,0,0
AL,2018-2019,AL-102,AL-102-0040,ALEXANDER CITY,NATHANIEL H STEPHENS ELEMENTARY SCHOOL,100030,100030,1506200200000.0,10003000005,486.0,03-04,2,486.0,Fall ADA,7767,1524,9475,6543.0,1390.0,8055,1225.0,135.0,1420.0,3774762.0,740664.0,4604850.0,9546.07669,642.0,583.0,531.0,6012.0,1172,6595,0,0,0,0,0,0,0
AL,2018-2019,AL-102,AL-102-0050,ALEXANDER CITY,WILLIAM L RADNEY ELEMENTARY SCHOOL,100030,100030,1506200200000.0,10003000006,482.0,05-06,2,482.0,Fall ADA,6354,1880,8419,5137.0,1727.0,6988,1217.0,153.0,1431.0,3062628.0,906160.0,4057958.0,8490.746596,675.0,542.0,706.0,4431.0,1381,4973,0,0,0,0,0,0,0
AL,2018-2019,AL-104,AL-104-0025,ANDALUSIA CITY,ANDALUSIA ELEMENTARY SCHOOL,100060,100060,1502000100000.0,10006001467,1026.0,PK-06,2,1026.0,Fall ADA,6865,1695,8630,5789.0,1277.0,7118,1075.0,419.0,1512.0,7043490.0,1739070.0,8854380.0,8711.577061,316.0,759.0,344.0,5445.0,660,6205,0,0,0,0,0,0,0
AL,2018-2019,AL-104,AL-104-0010,ANDALUSIA CITY,ANDALUSIA HIGH SCHOOL,100060,100060,1502000100000.0,10006000007,507.0,09-12,4,507.0,Fall ADA,8557,1988,11290,7030.0,1363.0,9121,1527.0,625.0,2170.0,4338399.0,1007916.0,5724030.0,11369.88961,590.0,937.0,1190.0,5840.0,1780,6777,0,0,0,0,0,0,0
AL,2018-2019,AL-104,AL-104-0020,ANDALUSIA CITY,ANDALUSIA JUNIOR HIGH,100060,100060,1502000100000.0,10006000008,261.0,07-08,3,261.0,Fall ADA,7076,895,8120,5915.0,438.0,6485,1161.0,457.0,1635.0,1846836.0,233595.0,2119320.0,8201.900595,382.0,779.0,522.0,5393.0,904,6172,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0010,ANNISTON CITY,ANNISTON HIGH SCHOOL,100090,100090,1500800200000.0,10009000011,447.0,09-12,4,447.0,Fall ADA,12385,2684,15432,10523.0,2113.0,12994,1862.0,571.0,2438.0,5536095.0,1199748.0,6898104.0,16166.14992,1099.0,763.0,1595.0,8928.0,2694,9691,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0015,ANNISTON CITY,ANNISTON MIDDLE SCHOOL,100090,100090,1500800200000.0,10009001725,334.0,06-08,3,334.0,Fall ADA,9959,3040,13119,8552.0,2507.0,11175,1408.0,532.0,1944.0,3326306.0,1015360.0,4381746.0,13854.61724,807.0,601.0,752.0,7800.0,1558,8401,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0025,ANNISTON CITY,COBB PREK ACADEMY,100090,100090,1500800200000.0,10009001782,142.0,PK-PK,1,,Fall ADA,6704,2272,9058,6200.0,2231.0,8513,504.0,41.0,545.0,,,,9796.193457,282.0,222.0,471.0,5729.0,753,5951,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0060,ANNISTON CITY,GOLDEN SPRINGS ELEMENTARY SCHOOL,100090,100090,1500800200000.0,10009000017,352.0,PK-05,2,352.0,Fall ADA,9228,1760,11040,7795.0,1401.0,9243,1434.0,359.0,1797.0,3248256.0,619520.0,3886080.0,11776.93612,863.0,571.0,1011.0,6784.0,1874,7354,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0110,ANNISTON CITY,RANDOLPH PARK ELEMENTARY SCHOOL,100090,100090,1500800200000.0,10009000020,322.0,KG-05,2,322.0,Fall ADA,8187,2196,10425,6990.0,1779.0,8807,1196.0,417.0,1618.0,2636214.0,707112.0,3356850.0,11162.32626,797.0,399.0,253.0,6737.0,1051,7136,0,0,0,0,0,0,0
AL,2018-2019,AL-105,AL-105-0130,ANNISTON CITY,TENTH STREET ELEMENTARY SCHOOL,100090,100090,1500800200000.0,10009000021,350.0,KG-05,2,350.0,Fall ADA,7076,2607,9711,6026.0,2165.0,8216,1050.0,441.0,1496.0,2476600.0,912450.0,3398850.0,10448.77921,817.0,233.0,290.0,5736.0,1107,5969,0,0,0,0,0,0,0
AL,2018-2019,AL-106,AL-106-0010,ARAB CITY,ARAB ELEMENTARY SCHOOL,100100,100100,1504880100000.0,10010000022,609.0,03-05,2,609.0,Fall ADA,6507,1157,7777,6075.0,1136.0,7317,433.0,22.0,461.0,3962763.0,704613.0,4736193.0,8533.533285,390.0,43.0,330.0,5745.0,719,5788,0,0,0,0,0,0,0
AL,2018-2019,AL-106,AL-106-0020,ARAB CITY,ARAB HIGH SCHOOL,100100,100100,1504880100000.0,10010000028,751.0,09-12,4,751.0,Fall ADA,9366,782,10984,8892.0,761.0,10482,474.0,21.0,502.0,7033866.0,587282.0,8248984.0,11738.49883,428.0,46.0,1966.0,6926.0,2394,6972,0,0,0,0,0,0,0
AL,2018-2019,AL-106,AL-106-0030,ARAB CITY,ARAB JUNIOR HIGH SCHOOL,100100,100100,1504880100000.0,10010000027,583.0,06-08,3,583.0,Fall ADA,7069,794,7922,6640.0,773.0,7466,429.0,21.0,456.0,4121227.0,462902.0,4618526.0,8678.4413,387.0,42.0,577.0,6063.0,965,6104,0,0,0,0,0,0,0
AL,2018-2019,AL-106,AL-106-0040,ARAB CITY,ARAB PRIMARY SCHOOL,100100,100100,1504880100000.0,10010000025,689.0,PK-02,2,689.0,Fall ADA,7036,1248,8396,6673.0,1230.0,8009,364.0,18.0,387.0,4847804.0,859872.0,5784844.0,9152.140603,330.0,34.0,508.0,6165.0,838,6198,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0010,ATHENS CITY,ATHENS ELEMENTARY SCHOOL,100120,100120,1504200100000.0,10012001471,369.0,PK-03,2,369.0,Fall ADA,8524,2596,11217,6732.0,2475.0,9304,1793.0,121.0,1914.0,3145356.0,957924.0,4139073.0,11266.60025,987.0,806.0,265.0,6467.0,1251,7273,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0030,ATHENS CITY,ATHENS HIGH SCHOOL,100120,100120,1504200100000.0,10012001472,1042.0,09-12,4,1042.0,Fall ADA,11711,1006,13356,7516.0,950.0,9103,4196.0,57.0,4253.0,12202862.0,1048252.0,13916952.0,13404.24331,3448.0,748.0,1838.0,5678.0,5286,6425,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0015,ATHENS CITY,ATHENS INTERMEDIATE SCHOOL,100120,100120,1504200100000.0,10012000522,613.0,04-05,2,613.0,Fall ADA,7078,1308,8556,5596.0,1275.0,7041,1481.0,33.0,1516.0,4338814.0,801804.0,5244828.0,8607.288339,813.0,668.0,496.0,5100.0,1309,5769,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0020,ATHENS CITY,ATHENS MIDDLE SCHOOL,100120,100120,1504200100000.0,10012001473,831.0,06-08,3,831.0,Fall ADA,7686,999,8929,5170.0,932.0,6345,2516.0,67.0,2584.0,6387066.0,830169.0,7419999.0,8980.051715,1861.0,655.0,584.0,4586.0,2445,5241,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0025,ATHENS CITY,ATHENS RENAISSANCE SCHOOL,100120,100120,1504200100000.0,10012002417,585.0,KG-12,4,585.0,Fall ADA,6324,25,6364,5149.0,,5163,1174.0,25.0,1201.0,3699540.0,14625.0,3722940.0,6416.678901,794.0,380.0,601.0,4548.0,1396,4928,0,0,0,0,0,1,0
AL,2018-2019,AL-107,AL-107-0035,ATHENS CITY,BROOKHILL ELEMENTARY SCHOOL,100120,100120,1504200100000.0,10012001758,265.0,KG-03,2,265.0,Fall ADA,10599,1541,12330,8266.0,1447.0,9903,2332.0,94.0,2427.0,2808735.0,408365.0,3267450.0,12378.89419,1303.0,1029.0,757.0,7509.0,2061,8538,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0050,ATHENS CITY,JAMES L COWART ELEMENTARY SCHOOL,100120,100120,1504200100000.0,10012001474,291.0,KG-03,2,291.0,Fall ADA,10251,1663,12048,8078.0,1534.0,9744,2173.0,130.0,2304.0,2983041.0,483933.0,3505968.0,12097.07308,1178.0,995.0,362.0,7716.0,1540,8711,0,0,0,0,0,0,0
AL,2018-2019,AL-107,AL-107-0040,ATHENS CITY,JULIAN NEWMAN ELEMENTARY SCHOOL,100120,100120,1504200100000.0,10012001475,288.0,PK-03,2,287.0,Fall ADA,10273,1697,12072,8262.0,1583.0,9945,2012.0,114.0,2127.0,2948351.0,487039.0,3464664.0,12121.05786,929.0,1083.0,231.0,8031.0,1159,9114,0,0,0,0,0,0,0
AL,2018-2019,AL-109,AL-109-0040,ATTALLA CITY,ATTALLA ELEMENTARY SCHOOL,100180,100180,1502800100000.0,10018000035,602.0,PK-05,2,602.0,Fall ADA,7229,1558,9033,6072.0,1341.0,7642,1158.0,217.0,1390.0,4351858.0,937916.0,5437866.0,9347.85251,440.0,718.0,85.0,5987.0,525,6704,0,0,0,0,0,0,0
AL,2018-2019,AL-109,AL-109-0025,ATTALLA CITY,ETOWAH HIGH SCHOOL,100180,100180,1502800100000.0,10018000033,559.0,09-12,4,559.0,Fall ADA,9025,1529,11236,7508.0,1289.0,9462,1517.0,241.0,1773.0,5044975.0,854711.0,6280924.0,11549.45497,572.0,945.0,574.0,6934.0,1146,7879,0,0,0,0,0,0,0
AL,2018-2019,AL-109,AL-109-0026,ATTALLA CITY,ETOWAH MIDDLE SCHOOL,100180,100180,1502800100000.0,10018000034,365.0,06-08,3,365.0,Fall ADA,6822,1586,8706,5468.0,1182.0,6932,1354.0,404.0,1774.0,2490030.0,578890.0,3177690.0,9021.059953,515.0,839.0,202.0,5266.0,717,6105,0,0,0,0,0,0,0
AL,2018-2019,AL-110,AL-110-0005,AUBURN CITY,AUBURN EARLY EDUCATION CENTER,100210,100210,1504170100000.0,10021000053,482.0,PK-02,2,482.0,Fall ADA,10108,889,11147,8170.0,849.0,9152,1939.0,41.0,1995.0,4872056.0,428498.0,5372854.0,11236.449,954.0,985.0,928.0,7242.0,1882,8226,0,0,0,0,0,0,0
AL,2018-2019,AL-110,AL-110-0010,AUBURN CITY,AUBURN HIGH SCHOOL,100210,100210,1504170100000.0,10021000036,1875.0,10-12,4,1875.0,Fall ADA,9380,557,10361,6650.0,520.0,7578,2730.0,37.0,2783.0,17587500.0,1044375.0,19426875.0,10450.94763,2026.0,704.0,1426.0,5224.0,3452,5928,0,0,0,0,0,0,0
AL,2018-2019,AL-110,AL-110-0020,AUBURN CITY,AUBURN JUNIOR HIGH SCHOOL,100210,100210,1504170100000.0,10021000037,1358.0,08-09,3,1358.0,Fall ADA,8451,717,9349,6173.0,686.0,7026,2278.0,31.0,2324.0,11476458.0,973686.0,12695942.0,9439.58962,1520.0,758.0,1310.0,4863.0,2830,5621,0,0,0,0,0,0,0
AL,2018-2019,AL-110,AL-110-0040,AUBURN CITY,CARY WOODS ELEMENTARY SCHOOL,100210,100210,1504170100000.0,10021000039,485.0,PK-02,2,483.0,Fall ADA,10005,981,11073,7900.0,930.0,8901,2104.0,51.0,2172.0,4832415.0,473823.0,5348259.0,11162.49595,1205.0,899.0,920.0,6980.0,2126,7879,0,0,0,0,0,0,0
