state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_MO,enrollmetric,pp_stloc_raw_MO,pp_fed_raw_MO,pp_total_raw_MO,pp_site_stloc_raw_MO,pp_site_fed_raw_MO,pp_site_raw_MO,pp_centshare_stloc_raw_MO,pp_centshare_fed_raw_MO,pp_centshare_raw_MO,schoolstloc_raw_MO,schoolfed_raw_MO,schooltot_raw_MO,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
MO,2018-2019,048-078,1220,KANSAS CITY 33,LINCOLN COLLEGE PREP.,2916400,2916400,26504801100000.0,291640000844,773.0,09-12,4.0,773,September Membership,13889.76,963.37,14853.14,8873.5,171.17,9044.68,5016.26,792.2,5808.46,10736784.48,744685.01,11481477.2199999,14062.99503,1,0,0,0,1,0,0
MO,2018-2019,048-078,4880,KANSAS CITY 33,LONGFELLOW ELEM.,2916400,2916400,26504801100000.0,291640000848,224.0,PK-06,2.0,208.57,September Membership,14588.94,2302.15,16891.09,9572.68,1509.95,11082.62,5016.26,792.2,5808.46,3042815.2158,480159.4255,3522974.6413,16033.30417,1,0,0,0,1,0,0
MO,2018-2019,048-078,4750,KANSAS CITY 33,M. L. KING  ELEMENTARY,2916400,2916400,26504801100000.0,291640003082,694.0,PK-06,2.0,438.5,September Membership,17200.37,4083.85999999999,21284.23,12184.11,3291.66,15475.77,5016.26,792.2,5808.46,7542362.245,1790772.60999999,9333134.855,20280.63305,1,0,0,0,1,1,0
MO,2018-2019,048-078,1100,KANSAS CITY 33,MANUAL CAREER TECH. CTR.,2916400,2916400,26504801100000.0,291640002608,0.0,11-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,048-078,1340,KANSAS CITY 33,NORTHEAST HIGH SCHOOL,2916400,2916400,26504801100000.0,291640000860,674.0,09-12,4.0,679.42,September Membership,13317.55,1244.57,14562.12,8301.29,452.37,8753.66,5016.26,792.2,5808.46,9048209.821,845585.7494,9893795.5704,13781.63417,1,0,0,0,1,0,0
MO,2018-2019,048-078,3100,KANSAS CITY 33,NORTHEAST MIDDLE SCHOOL,2916400,2916400,26504801100000.0,291640003258,788.0,07-08,3.0,795,September Membership,13259.93,1367.36,14627.28,8243.67,575.16,8818.82,5016.26,792.2,5808.46,10541644.35,1087051.2,11628687.6,13844.63147,1,0,0,0,1,0,0
MO,2018-2019,048-078,1400,KANSAS CITY 33,PASEO ACAD. OF PERFORMING ARTS,2916400,2916400,26504801100000.0,291640000862,481.0,07-12,4.0,480.29,September Membership,16236.65,1906.23,18142.88,11220.39,1114.03,12334.42,5016.26,792.2,5808.46,7798300.6285,915543.2067,8713843.8352,17243.54646,1,0,0,0,1,0,0
MO,2018-2019,048-078,5660,KANSAS CITY 33,PHILLIS WHEATLEY ELEM.,2916400,2916400,26504801100000.0,291640000863,418.0,PK-06,2.0,417.2,September Membership,13860.59,1990.35,15850.94,8844.33,1198.15,10042.47,5016.26,792.2,5808.46,5782638.148,830374.02,6613012.168,15027.67741,1,0,0,0,1,0,0
MO,2018-2019,048-078,5240,KANSAS CITY 33,PITCHER ELEM.,2916400,2916400,26504801100000.0,291640000864,309.0,PK-06,2.0,293,September Membership,13417.54,1265.54,14683.08,8401.28,473.34,8874.62,5016.26,792.2,5808.46,3931339.22,370803.22,4302142.44,13898.57943,1,0,0,0,1,0,0
MO,2018-2019,048-078,5630,KANSAS CITY 33,PRIMITIVO GARCIA ELEM.,2916400,2916400,26504801100000.0,291640002530,338.0,PK-06,2.0,278.5,September Membership,14942.44,2340.23,17282.67,9926.18,1548.03,11474.21,5016.26,792.2,5808.46,4161469.54,651754.055,4813223.595,16411.88738,1,0,0,0,1,0,0
MO,2018-2019,048-078,4330,KANSAS CITY 33,ROGERS ELEMENTARY,2916400,2916400,26504801100000.0,291640002375,564.0,PK-06,2.0,563.5,September Membership,13175.84,1261.14,14436.98,8159.58,468.94,8628.51,5016.26,792.2,5808.46,7424585.84,710652.39,8135238.22999999,13660.64764,1,0,0,0,1,0,0
MO,2018-2019,048-078,1670,KANSAS CITY 33,SOUTHEAST HIGH SCHOOL,2916400,2916400,26504801100000.0,291640003097,556.0,09-12,4.0,556,September Membership,13953.63,1194.4,15148.03,8937.37,402.2,9339.57,5016.26,792.2,5808.46,7758218.28,664086.4,8422304.68,14348.09744,1,0,0,0,1,0,0
MO,2018-2019,048-078,1025,KANSAS CITY 33,SUCCESS ACADEMY,2916400,2916400,26504801100000.0,291640003220,0.0,KG-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,048-078,4310,KANSAS CITY 33,TRAILWOODS ELEM.,2916400,2916400,26504801100000.0,291640002603,309.0,PK-06,2.0,309.5,September Membership,12811.32,1037.02,13848.34,7795.06,244.82,8039.88,5016.26,792.2,5808.46,3965103.54,320957.69,4286061.23,13091.54498,1,0,0,0,1,0,0
MO,2018-2019,048-078,5580,KANSAS CITY 33,TROOST ELEM.,2916400,2916400,26504801100000.0,291640000879,343.0,PK-06,2.0,342,September Membership,13158.32,1214.84,14373.16,8142.06,422.64,8564.7,5016.26,792.2,5808.46,4500145.43999999,415475.28,4915620.72,13598.94587,1,0,0,0,1,0,0
MO,2018-2019,048-078,5200,KANSAS CITY 33,WENDELL PHILLIPS ELEM.,2916400,2916400,26504801100000.0,291640000882,281.0,PK-06,2.0,290.5,September Membership,15135.35,1713.26,16848.61,10119.09,921.06,11040.15,5016.26,792.2,5808.46,4396819.175,497702.029999999,4894521.205,15992.2341,1,0,0,0,1,0,0
MO,2018-2019,048-078,5700,KANSAS CITY 33,WHITTIER ELEM.,2916400,2916400,26504801100000.0,291640000887,414.0,PK-06,2.0,411.5,September Membership,12978.8699999999,1022.41,14001.28,7962.61,230.21,8192.82,5016.26,792.2,5808.46,5340805.005,420721.715,5761526.72,13239.4088,1,0,0,0,1,0,0
MO,2018-2019,048-929,3945,KANSAS CITY GIRLS PREP ACADEMY,KANSAS CITY GIRLS PREP ACADEMY,2900615,2900615,,290061503364,,05-05,2.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,048-912,6930,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL-WALLACE,2900013,2900013,,290001302751,620.0,KG-08,3.0,620,September Membership,13972.07,1132.33,15104.4,8268.96,1132.33,9401.29,5703.11,0,5703.11,8662683.4,702044.6,9364728,14611.29632,1,0,0,0,1,0,0
MO,2018-2019,024-086,5020,KEARNEY R-I,DOGWOOD ELEM.,2916450,2916450,26502401500000.0,291645002862,492.0,KG-05,2.0,489.8,September Membership,8434.52999999999,218.37,8652.9,5967.98,198.3,6166.28,2466.55,20.07,2486.62,4131232.79399999,106957.626,4238190.42,8754.794465,1,0,0,0,1,0,0
MO,2018-2019,024-086,4060,KEARNEY R-I,HAWTHORNE ELEM.,2916450,2916450,26502401500000.0,291645002532,291.0,KG-05,2.0,293,September Membership,11400.39,59.89,11460.29,8933.84,39.82,8973.67,2466.55,20.07,2486.62,3340314.27,17547.77,3357864.97,11469.0054,1,0,0,0,1,0,0
MO,2018-2019,024-086,7500,KEARNEY R-I,KEARNEY EARLY EDUCATION CENTER,2916450,2916450,26502401500000.0,291645003329,,PK-PK,1.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,024-086,4040,KEARNEY R-I,KEARNEY ELEM.,2916450,2916450,26502401500000.0,291645000891,286.0,KG-05,2.0,286,September Membership,10106.55,57.15,10163.7,7640,37.08,7677.07,2466.55,20.07,2486.62,2890473.3,16344.9,2906818.2,10215.45005,1,0,0,0,1,0,0
MO,2018-2019,024-086,1050,KEARNEY R-I,KEARNEY HIGH,2916450,2916450,26502401500000.0,291645000894,890.0,10-12,4.0,888.28,September Membership,9402.8,238.54,9641.34,6936.25,218.47,7154.72,2466.55,20.07,2486.62,8352319.18399999,211890.3112,8564209.4952,9710.42751,1,0,0,0,1,0,0
MO,2018-2019,024-086,2050,KEARNEY R-I,KEARNEY JR. HIGH,2916450,2916450,26502401500000.0,291645002531,574.0,08-09,3.0,575,September Membership,8353.16,179.62,8532.78,5886.61,159.55,6046.16,2466.55,20.07,2486.62,4803067,103281.5,4906348.5,8638.661324,1,0,0,0,1,0,0
MO,2018-2019,024-086,3000,KEARNEY R-I,KEARNEY MIDDLE,2916450,2916450,26502401500000.0,291645002872,523.0,06-07,3.0,521.8,September Membership,9789.3,247.049999999999,10036.35,7322.75,226.98,7549.73,2466.55,20.07,2486.62,5108056.73999999,128910.689999999,5236967.43,10092.32688,1,0,0,0,1,0,0
MO,2018-2019,024-086,5040,KEARNEY R-I,LENS,2916450,2916450,26502401500000.0,291645003353,,03-04,2.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,024-086,4080,KEARNEY R-I,SOUTHVIEW ELEM.,2916450,2916450,26502401500000.0,291645001434,478.0,KG-05,2.0,477.16,September Membership,8193.4,294.56,8487.96,5726.85,274.49,6001.33,2466.55,20.07,2486.62,3909562.744,140552.2496,4050114.99359999,8595.328929,1,0,0,0,1,0,0
MO,2018-2019,100-064,4020,KELSO C-7,KELSO ELEM.,2916470,2916470,26510100300000.0,291647000895,150.0,PK-08,3.0,164.74,September Membership,8882.9,551.65,9434.55,6407.42,551.65,6959.07,2475.48,0,2475.48,1463368.946,90878.821,1554247.767,8391.484587,1,0,0,0,1,0,0
MO,2018-2019,035-102,1010,KENNETT 39,DIAGNOSTIC CTR.,2916500,2916500,26503501400000.0,291650000899,0.0,PK-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,035-102,7500,KENNETT 39,EARLY CHILDHOOD CTR.,2916500,2916500,26503501400000.0,291650002656,109.0,PK-PK,1.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,035-102,4040,KENNETT 39,H. BYRON MASTERSON ELEM.,2916500,2916500,26503501400000.0,291650000896,490.0,KG-02,2.0,490,September Membership,6653.59,185.25,6838.85,4391.09,162.86,4553.96,2262.5,22.39,2284.89,3260259.1,90772.5,3351036.5,7332.499247,1,0,0,0,1,0,0
MO,2018-2019,035-102,1100,KENNETT 39,KENNETT CAREER TECH. CTR.,2916500,2916500,26503501400000.0,291650000898,0.0,09-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,035-102,1050,KENNETT 39,KENNETT HIGH,2916500,2916500,26503501400000.0,291650000897,493.0,09-12,4.0,487,September Membership,10071.13,541.31,10612.44,7808.63,518.92,8327.55,2262.5,22.39,2284.89,4904640.31,263617.97,5168258.28,10980.84139,1,0,0,0,1,0,0
MO,2018-2019,035-102,3000,KENNETT 39,KENNETT MIDDLE,2916500,2916500,26503501400000.0,291650002654,414.0,06-08,3.0,413,September Membership,8207.91,465.99,8673.9,5945.41,443.6,6389.01,2262.5,22.39,2284.89,3389866.83,192453.87,3582320.69999999,9106.642766,1,0,0,0,1,0,0
MO,2018-2019,035-102,4080,KENNETT 39,SOUTH ELEM.,2916500,2916500,26503501400000.0,291650000902,460.0,03-05,2.0,459,September Membership,7095.37,418.74,7514.11,4832.87,396.35,5229.22,2262.5,22.39,2284.89,3256774.83,192201.66,3448976.48999999,7985.346937,1,0,0,0,1,0,0
MO,2018-2019,021-150,4020,KEYTESVILLE R-III,KEYTESVILLE ELEM.,2916530,2916530,26502100600000.0,291653000904,78.0,PK-06,2.0,65,September Membership,15763.25,363.8,16127.05,10315.27,363.8,10679.07,5447.98,0,5447.98,1024611.25,23647,1048258.25,17081.07351,1,0,0,0,1,0,0
MO,2018-2019,021-150,1050,KEYTESVILLE R-III,KEYTESVILLE HIGH,2916530,2916530,26502100600000.0,291653000905,66.0,07-12,4.0,65,September Membership,17040.11,681.76,17721.87,11592.13,681.76,12273.9,5447.98,0,5447.98,1107607.15,44314.4,1151921.55,18622.96042,1,0,0,0,1,0,0
MO,2018-2019,038-044,4020,KING CITY R-I,KING CITY ELEM.,2916590,2916590,26503801500000.0,291659000906,192.0,PK-06,2.0,171,September Membership,11869.8699999999,570.55,12440.43,8696.66,570.5,9267.16,3173.21,0.05,3173.27,2029747.76999999,97564.0499999999,2127313.53,13018.77721,1,0,0,0,1,0,0
MO,2018-2019,038-044,1050,KING CITY R-I,KING CITY HIGH,2916590,2916590,26503801500000.0,291659000907,138.0,07-12,4.0,138,September Membership,13914.0299999999,1.5,13915.53,10740.82,1.45,10742.27,3173.21,0.05,3173.27,1920136.14,207,1920343.14,14444.9177,1,0,0,0,1,0,0
MO,2018-2019,013-062,4020,KINGSTON 42,KINGSTON ELEM.,2916620,2916620,26501300600000.0,291662000908,35.0,PK-08,3.0,49,September Membership,12379.88,817.18,13197.06,9212.86,637.33,9850.19,3167.02,179.85,3346.87,606614.12,40041.82,646655.94,,1,0,0,0,1,1,1
MO,2018-2019,110-014,4040,KINGSTON K-14,KINGSTON ELEM.,2931140,2931140,26511100800000.0,293114002165,186.0,03-05,2.0,186,September Membership,7813.84999999999,971.62,8785.47,5327.11,281.18,5608.29,2486.74,690.44,3177.19,1453376.09999999,180721.32,1634097.42,9357.891225,1,0,0,0,1,0,0
MO,2018-2019,110-014,1050,KINGSTON K-14,KINGSTON HIGH,2931140,2931140,26511100800000.0,293114001901,219.0,09-12,4.0,213,September Membership,7874.63999999999,1206.28,9080.93,5387.9,515.84,5903.75,2486.74,690.44,3177.19,1677298.31999999,256937.64,1934238.09,9643.544719,1,0,0,0,1,0,0
MO,2018-2019,110-014,3000,KINGSTON K-14,KINGSTON MIDDLE,2931140,2931140,26511100800000.0,293114002708,198.0,06-08,3.0,199,September Membership,7637.48,854.41,8491.9,5150.74,163.97,5314.72,2486.74,690.44,3177.19,1519858.52,170027.59,1689888.09999999,9074.065001,1,0,0,0,1,0,0
MO,2018-2019,110-014,4020,KINGSTON K-14,KINGSTON PRIMARY,2931140,2931140,26511100800000.0,293114003105,215.0,PK-02,2.0,189,September Membership,8755.22,1169.37,9924.59,6268.48,478.93,6747.4,2486.74,690.44,3177.19,1654736.57999999,221010.93,1875747.51,10459.20311,1,0,0,0,1,0,0
MO,2018-2019,051-150,4020,KINGSVILLE R-I,KINGSVILLE ELEM.,2916660,2916660,26505101500000.0,291666000909,137.0,KG-06,2.0,138,September Membership,8512.64,235.2,8747.84,5497.75,136.53,5634.28,3014.89,98.67,3113.56,1174744.31999999,32457.6,1207201.92,8944.799102,1,0,0,0,1,0,0
MO,2018-2019,051-150,1050,KINGSVILLE R-I,KINGSVILLE HIGH,2916660,2916660,26505101500000.0,291666000910,123.0,07-12,4.0,123,September Membership,9611.01,411.34,10022.35,6596.12,312.67,6908.79,3014.89,98.67,3113.56,1182154.23,50594.82,1232749.05,10177.0073,1,0,0,0,1,0,0
MO,2018-2019,115-914,6970,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP INSPIRE ACADEMY,2900591,2900591,,290059103122,392.0,05-08,3.0,389,September Membership,9207.18,2008.88999999999,11216.07,7147.2,1241.79,8388.99,2059.98,767.1,2827.08,3581593.02,781458.21,4363051.22999999,,1,0,0,0,1,0,1
MO,2018-2019,115-914,1905,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP ST. LOUIS HIGH,2900591,2900591,,290059103314,214.0,09-11,4.0,211,September Membership,13860.72,1619.51,15480.23,11800.74,852.41,12653.15,2059.98,767.1,2827.08,2924611.92,341716.61,3266328.53,,1,0,0,0,1,0,1
MO,2018-2019,115-914,6973,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP TRIUMPH ACADEMY,2900591,2900591,,290059103270,417.0,05-08,3.0,413,September Membership,8636.46,1672.97,10309.43,6576.48,905.87,7482.35,2059.98,767.1,2827.08,3566857.97999999,690936.61,4257794.59,,1,0,0,0,1,0,1
MO,2018-2019,115-914,6971,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP VICTORY ACADEMY,2900591,2900591,,290059103245,547.0,KG-04,2.0,542.5,September Membership,8129.62999999999,1947.36,10076.99,6069.65,1180.26,7249.91,2059.98,767.1,2827.08,4410324.27499999,1056442.8,5466767.075,,1,0,0,0,1,0,1
MO,2018-2019,115-914,6972,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP WISDOM ACADEMY,2900591,2900591,,290059103266,512.0,KG-04,2.0,507,September Membership,7853.15,1640.76,9493.91,5793.17,873.66,6666.83,2059.98,767.1,2827.08,3981547.05,831865.32,4813412.37,,1,0,0,0,1,0,1
MO,2018-2019,115-914,6974,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP WONDER ACADEMY,2900591,2900591,,290059103363,,KG-KG,1.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,1
MO,2018-2019,048-918,3920,KIPP: ENDEAVOR ACADEMY,KIPP ENDEAVOR ACADEMY,2900031,2900031,,290003103013,674.0,KG-08,3.0,644,September Membership,10797.95,767.81,11565.77,6654.1,767.81,7421.92,4143.85,0,4143.85,6953879.8,494469.639999999,7448355.88,11217.2451,1,0,0,0,1,0,0
MO,2018-2019,106-006,4020,KIRBYVILLE R-VI,KIRBYVILLE ELEM.,2916710,2916710,26510700700000.0,291671000911,102.0,KG-03,2.0,102,September Membership,10348.06,520.88,10868.94,7526.09,335.76,7861.85,2821.97,185.12,3007.1,1055502.11999999,53129.76,1108631.88,,1,0,0,0,1,0,1
MO,2018-2019,106-006,3000,KIRBYVILLE R-VI,KIRBYVILLE MIDDLE,2916710,2916710,26510700700000.0,291671002824,135.0,04-08,3.0,254.12,September Membership,9390.09,368.78,9758.87,6568.12,183.66,6751.78,2821.97,185.12,3007.1,2386209.6708,93714.3735999999,2479924.0444,,1,0,0,0,1,1,1
MO,2018-2019,001-091,1100,KIRKSVILLE R-III,KIRKSVILLE AREA TECH. CTR.,2916740,2916740,26500102400000.0,291674000915,0.0,09-12,4.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,001-091,4030,KIRKSVILLE R-III,KIRKSVILLE PRIMARY,2916740,2916740,26500102400000.0,291674002219,698.0,PK-02,2.0,528.05,September Membership,13920.34,932.93,14853.27,11331.8,932.93,12264.73,2588.54,0,2588.54,7350635.537,492633.686499999,7843269.22349999,14265.47825,1,0,0,0,1,1,0
MO,2018-2019,001-091,1050,KIRKSVILLE R-III,KIRKSVILLE SR. HIGH,2916740,2916740,26500102400000.0,291674000916,738.0,09-12,4.0,736.63,September Membership,9382.74,469.76,9852.5,6794.2,469.76,7263.96,2588.54,0,2588.54,6911607.76619999,346039.3088,7257647.075,9430.686996,1,0,0,0,1,0,0
MO,2018-2019,001-091,4050,KIRKSVILLE R-III,RAY MILLER ELEM.,2916740,2916740,26500102400000.0,291674000917,563.0,03-05,2.0,563,September Membership,8204.98,367.16,8572.14,5616.44,367.16,5983.6,2588.54,0,2588.54,4619403.73999999,206711.08,4826114.81999999,8192.822962,1,0,0,0,1,0,0
MO,2018-2019,001-091,3000,KIRKSVILLE R-III,WILLIAM MATTHEW MIDDLE SCHOOL,2916740,2916740,26500102400000.0,291674002611,582.0,06-08,3.0,579.33,September Membership,8168.42,171.2,8339.63,5579.88,171.2,5751.08,2588.54,0,2588.54,4732210.7586,99181.296,4831397.84789999,7968.030117,1,0,0,0,1,0,0
MO,2018-2019,096-092,6000,KIRKWOOD R-VII,F. P. TILLMAN ELEM.,2916770,2916770,26509501300000.0,291677000920,502.0,KG-05,2.0,497.22,September Membership,10289.72,14.58,10304.3,7871.68,14.57,7886.25,2418.04,0.01,2418.05,5116254.5784,7249.4676,5123504.046,10390.37627,1,0,0,0,1,0,0
MO,2018-2019,096-092,5060,KIRKWOOD R-VII,GEORGE R. ROBINSON ELEM.,2916770,2916770,26509501300000.0,291677000921,525.0,KG-05,2.0,520.39,September Membership,10539.77,15.32,10555.09,8121.73,15.31,8137.04,2418.04,0.01,2418.05,5484790.9103,7972.3748,5492763.2851,10632.84239,1,0,0,0,1,0,0
MO,2018-2019,096-092,7500,KIRKWOOD R-VII,KIRKWOOD EARLY CHILD. CTR.,2916770,2916770,26509501300000.0,291677003031,329.0,PK-PK,1.0,NRD,September Membership,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,1,0,0,0,1,1,0
MO,2018-2019,096-092,1050,KIRKWOOD R-VII,KIRKWOOD SR. HIGH,2916770,2916770,26509501300000.0,291677000926,1745.0,09-12,4.0,1703.28,September Membership,12274.96,26.81,12301.77,9856.92,26.8,9883.72,2418.04,0.01,2418.05,20907693.8688,45664.9368,20953358.8056,12321.54896,1,0,0,0,1,0,0
MO,2018-2019,096-092,3000,KIRKWOOD R-VII,NIPHER MIDDLE,2916770,2916770,26509501300000.0,291677000923,681.0,06-08,3.0,679.19,September Membership,10929.99,9.12999999999999,10939.12,8511.95,9.12,8521.07,2418.04,0.01,2418.05,7423539.9081,6201.00469999999,7429740.9128,11004.12619,1,0,0,0,1,0,0
MO,2018-2019,096-092,5020,KIRKWOOD R-VII,NORTH GLENDALE ELEM.,2916770,2916770,26509501300000.0,291677000924,605.0,KG-05,2.0,600.38,September Membership,10439.77,12.09,10451.86,8021.73,12.08,8033.81,2418.04,0.01,2418.05,6267829.1126,7258.5942,6275087.7068,10533.03866,1,0,0,0,1,0,0
MO,2018-2019,096-092,3025,KIRKWOOD R-VII,NORTH KIRKWOOD MIDDLE,2916770,2916770,26509501300000.0,291677000925,669.0,06-08,3.0,665,September Membership,11629.57,7.06999999999999,11636.64,9211.53,7.06,9218.59,2418.04,0.01,2418.05,7733664.05,4701.54999999999,7738365.6,11678.49505,1,0,0,0,1,0,0
MO,2018-2019,096-092,5000,KIRKWOOD R-VII,W. W. KEYSOR ELEM.,2916770,2916770,26509501300000.0,291677000927,538.0,KG-05,2.0,535.02,September Membership,10514.08,11.85,10525.93,8096.04,11.84,8107.87,2418.04,0.01,2418.05,5625243.0816,6339.98699999999,5631583.0686,10604.65023,1,0,0,0,1,0,0
MO,2018-2019,096-092,6020,KIRKWOOD R-VII,WESTCHESTER ELEM.,2916770,2916770,26509501300000.0,291677000928,521.0,KG-05,2.0,515.07,September Membership,9831.7,11.83,9843.53,7413.66,11.82,7425.48,2418.04,0.01,2418.05,5064013.719,6093.2781,5070106.9971,9944.89952,1,0,0,0,1,0,0
MO,2018-2019,051-155,4020,KNOB NOSTER R-VIII,KNOB NOSTER ELEM.,2916830,2916830,26505101600000.0,291683000931,352.0,KG-05,2.0,352,September Membership,9472.39,443.77,9916.15,6594.42,371.38,6965.79,2877.97,72.39,2950.36,3334281.28,156207.039999999,3490484.8,9947.201123,1,0,0,0,1,0,0
MO,2018-2019,051-155,1050,KNOB NOSTER R-VIII,KNOB NOSTER HIGH,2916830,2916830,26505101600000.0,291683000932,375.0,09-12,4.0,376,September Membership,10860.59,1542.15,12402.74,7982.62,1469.76,9452.38,2877.97,72.39,2950.36,4083581.84,579848.4,4663430.24,12351.25961,1,0,0,0,1,0,0
MO,2018-2019,051-155,3000,KNOB NOSTER R-VIII,KNOB NOSTER MIDDLE,2916830,2916830,26505101600000.0,291683002290,455.0,06-08,3.0,456,September Membership,9502.75,542.82,10045.57,6624.78,470.43,7095.21,2877.97,72.39,2950.36,4333254,247525.92,4580779.92,10072.32559,1,0,0,0,1,0,0
MO,2018-2019,051-155,4040,KNOB NOSTER R-VIII,WHITEMAN A.F.B. ELEM.,2916830,2916830,26505101600000.0,291683000933,406.0,PK-05,2.0,365,September Membership,9042.84,783.77,9826.61,6164.87,711.38,6876.25,2877.97,72.39,2950.36,3300636.6,286076.05,3586712.65,9860.633013,1,0,0,0,1,0,0
MO,2018-2019,052-096,4020,KNOX CO. R-I,KNOX CO. ELEM.,2911280,2911280,26505250100000.0,291128000392,236.0,PK-05,2.0,200,September Membership,9660.66,309.67,9970.33,5931.09,309.67,6240.76,3729.57,0,3729.57,1932132,61934,1994066,10566.54285,1,0,0,0,1,0,0
MO,2018-2019,052-096,1050,KNOX CO. R-I,KNOX CO. HIGH,2911280,2911280,26505250100000.0,291128000397,241.0,06-12,4.0,241,September Membership,11926.35,345.47,12271.82,8196.78,345.47,8542.25,3729.57,0,3729.57,2874250.35,83258.27,2957508.62,12791.64492,1,0,0,0,1,0,0
MO,2018-2019,080-118,4020,LA MONTE R-IV,LA MONTE ELEM.,2916920,2916920,26508001000000.0,291692000936,213.0,PK-06,2.0,185,September Membership,7854.37999999999,1214.62999999999,9069,5526.32,883.42,6409.74,2328.06,331.21,2659.26,1453060.29999999,224706.55,1677765,8856.419446,1,0,0,0,1,0,0
MO,2018-2019,080-118,1050,LA MONTE R-IV,LA MONTE HIGH,2916920,2916920,26508001000000.0,291692000937,157.0,07-12,4.0,156.8,September Membership,9356.55,582.2,9938.74,7028.49,250.99,7279.48,2328.06,331.21,2659.26,1467107.04,91288.96,1558394.432,9697.292221,1,0,0,0,1,0,0
MO,2018-2019,061-154,4020,LA PLATA R-II,LA PLATA ELEM.,2916950,2916950,26506103200000.0,291695000938,171.0,KG-06,2.0,171,September Membership,8032.29,930.31,8962.6,5970.49,437.72,6408.21,2061.8,492.59,2554.39,1373521.59,159083.009999999,1532604.6,,1,0,0,0,1,0,1
MO,2018-2019,061-154,1050,LA PLATA R-II,LA PLATA HIGH,2916950,2916950,26506103200000.0,291695000939,158.0,07-12,4.0,158,September Membership,10558.08,554.93,11113.01,8496.28,62.34,8558.62,2061.8,492.59,2554.39,1668176.64,87678.9399999999,1755855.58,,1,0,0,0,1,0,1
MO,2018-2019,115-928,3910,LA SALLE CHARTER SCHOOL,LA SALLE CHARTER SCHOOL,2900611,2900611,,290061103281,125.0,06-08,3.0,125,September Membership,11504.79,1067.27,12572.06,11504.19,1067.27,12571.46,0.6,0,0.6,1438098.75,133408.75,1571507.5,12274.61166,1,0,0,0,1,0,0
MO,2018-2019,053-114,4020,LACLEDE CO. C-5,JOEL E. BARBER ELEM.,2917000,2917000,26505303300000.0,291700000940,443.0,PK-08,3.0,607.4,September Membership,7503.81,595.53,8099.34,5985.09,300.16,6285.25,1518.72,295.37,1814.09,4557814.194,361724.921999999,4919539.11599999,5773.507259,1,0,0,0,1,0,0
MO,2018-2019,053-111,1050,LACLEDE CO. R-I,CONWAY HIGH SCHOOLS,2910110,2910110,26505301400000.0,291011000324,364.0,07-12,4.0,322.1,September Membership,8649.18,593.21,9242.39,6439.53,205.95,6645.48,2209.65,387.26,2596.91,2785900.878,191072.941,2976973.819,9924.421569,1,0,0,0,1,0,0
MO,2018-2019,053-111,4020,LACLEDE CO. R-I,EZARD ELEM.,2910110,2910110,26505301400000.0,291011000323,435.0,PK-06,2.0,375,September Membership,7473.41,728.88,8202.29,5263.76,341.62,5605.38,2209.65,387.26,2596.91,2802528.75,273330,3075858.75,8918.843152,1,0,0,0,1,0,0
