state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_CA,enrollmetric,pp_stloc_raw_CA,pp_fed_raw_CA,pp_total_raw_CA,pp_site_stloc_raw_CA,pp_site_fed_raw_CA,pp_site_raw_CA,pp_centshare_stloc_raw_CA,pp_centshare_fed_raw_CA,pp_centshare_raw_CA,schoolstloc_raw_CA,schoolfed_raw_CA,schooltot_raw_CA,pp_total_norm_NERDS,distexclu_raw_CA,disttotwexclu_raw_CA,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
CA,2018-2019,19646830000000,19646836014823,Las Virgenes Unified,Yerba Buena Elementary,621000.0,621000.0,5501905200000.0,62100002529.0,386.0,KG-05,2.0,386,CALPADS Fall 1 Submission enrollment,2106,950,3056,1452,930,2382,654,20,674,812916,366700,1179616,,2227847,70635345,1,0,0,0,1,1,1
CA,2018-2019,19101990128025,1280250128025,Lashon Academy,Lashon Academy,601955.0,601955.0,,60195513261.0,444.0,KG-08,3.0,444,CALPADS Fall 1 Submission enrollment,7546,784,8330,7546,784,8330,0,0,0,3350424,348096,3698520,8328.82882882883,0,3698520,1,0,0,0,1,0,0
CA,2018-2019,1391700139170,1391700139170,Lashon Academy City District,Lashon Academy City,602489.0,602489.0,,60248914405.0,,KG-06,2.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,1,0,0,0,1,1,1
CA,2018-2019,18101810000000,18101816069934,Lassen County Office of Education,Lassen County Special Education,691015.0,691015.0,5101801830100.0,69101507124.0,15.0,KG-12,4.0,15,CALPADS Fall 1 Submission enrollment,14363,20132,34495,14363,20132,34495,0,0,0,215445,301980,517425,,3652394,4495203,1,0,0,0,1,1,1
CA,2018-2019,18101810000000,18101811830058,Lassen County Office of Education,Providence Jr./Sr. High,691015.0,691015.0,5101801830100.0,69101510229.0,,,,8,CALPADS Fall 1 Submission enrollment,40673,0,40673,40673,0,40673,0,0,0,325384,0,325384,,3652394,4495203,1,0,0,0,1,1,1
CA,2018-2019,18101810000000,18101810138495,Lassen County Office of Education,Rainbow Learning Center,691015.0,691015.0,5101801830100.0,69101514303.0,,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,3652394,4495203,1,0,0,0,1,1,1
CA,2018-2019,18101810000000,18101810138503,Lassen County Office of Education,Westwood State Preschool,691015.0,691015.0,5101801830100.0,69101514232.0,,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,3652394,4495203,1,0,0,0,1,1,1
CA,2018-2019,18747400000000,18747401895028,Lassen ROP,Lassen ROP,600079.0,600079.0,,60007910822.0,0.0,11-12,4.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,1,0,0,0,1,1,1
CA,2018-2019,18641390000000,18641390131953,Lassen Union High,Lassen Community Day,621060.0,621060.0,5501800800000.0,62106007104.0,9.0,09-12,4.0,9,CALPADS Fall 1 Submission enrollment,30975,1382,32357,29661,1382,31043,1314,0,1314,278775,12438,291213,33324.5082592122,2106475,11431046,1,0,0,0,1,0,0
CA,2018-2019,18641390000000,18641391833805,Lassen Union High,Lassen High,621060.0,621060.0,5501800800000.0,62106002532.0,778.0,09-12,4.0,778,CALPADS Fall 1 Submission enrollment,11301,310,11611,9987,310,10297,1314,0,1314,8792178,241180,9033358,12578.5082592121,2106475,11431046,1,0,0,0,1,0,0
CA,2018-2019,52715630000000,52715636053557,Lassen View Union Elementary,Lassen View Elementary,621090.0,621090.0,5505201100000.0,62109002533.0,350.0,KG-08,3.0,350,CALPADS Fall 1 Submission enrollment,9905,377,10282,9905,377,10282,0,0,0,3466750,131950,3598700,10597.1428571428,312990,3911690,1,0,0,0,1,0,0
CA,2018-2019,43694274330668,43306684330668,Latino College Preparatory Academy,Latino College Preparatory Academy,601932.0,601932.0,,60193210402.0,410.0,09-12,4.0,410,CALPADS Fall 1 Submission enrollment,12599,577,13176,12599,577,13176,0,0,0,5165590,236570,5402160,14473.1707317073,14,5402174,1,0,0,0,1,0,0
CA,2018-2019,1771800138289,1382890138289,Latitude 37.8 High,Latitude 37.8 High,601514.0,601514.0,,60151414257.0,52.0,09-12,4.0,52,CALPADS Fall 1 Submission enrollment,30564,5327,35891,30564,5327,35891,0,0,0,1589328,277004,1866332,,0,1866332,1,0,0,0,1,1,1
CA,2018-2019,10622810000000,10622816006902,Laton Joint Unified,Laton Elementary,621150.0,621150.0,5501005700000.0,62115002536.0,353.0,KG-05,2.0,353,CALPADS Fall 1 Submission enrollment,13577,910,14487,4837,373,5210,8740,537,9277,4792681,321230,5113911,14784.2437223042,0,10304766,1,0,0,0,1,0,0
CA,2018-2019,10622810000000,10622811033950,Laton Joint Unified,Laton High,621150.0,621150.0,5501005700000.0,62115002537.0,183.0,09-12,4.0,183,CALPADS Fall 1 Submission enrollment,16030,761,16791,7290,224,7514,8740,537,9277,2933490,139263,3072753,17088.2437223042,0,10304766,1,0,0,0,1,0,0
CA,2018-2019,10622810000000,10622816006894,Laton Joint Unified,Laton Middle,621150.0,621150.0,5501005700000.0,62115002534.0,141.0,06-08,3.0,141,CALPADS Fall 1 Submission enrollment,14172,850,15022,5432,313,5745,8740,537,9277,1998252,119850,2118102,15319.2437223042,0,10304766,1,0,0,0,1,0,0
CA,2018-2019,9619110000000,9619116005581,Latrobe,Latrobe Elementary,621180.0,621180.0,5500901500000.0,62118002538.0,66.0,KG-03,2.0,66,CALPADS Fall 1 Submission enrollment,14790,245,15035,9050,245,9295,5740,0,5740,976140,16170,992310,15770.8620689655,31436,2193736,1,0,0,0,1,0,0
CA,2018-2019,9619110000000,9619116103857,Latrobe,Miller's Hill,621180.0,621180.0,5500901500000.0,62118008151.0,79.0,04-08,3.0,79,CALPADS Fall 1 Submission enrollment,14504,306,14810,8875,306,9181,5629,0,5629,1145816,24174,1169990,15545.8620689655,31436,2193736,1,0,0,0,1,0,0
CA,2018-2019,12626870124263,1242630124263,Laurel Tree Charter,Laurel Tree Charter,601581.0,601581.0,,60158112960.0,147.0,KG-12,4.0,146,CALPADS Fall 1 Submission enrollment,11143,873,12016,11143,873,12016,0,0,0,1626878,127458,1754336,11741.6054421768,81990,1836326,1,0,0,0,1,0,0
CA,2018-2019,36750440118059,1180590118059,LaVerne Elementary Preparatory Academy,LaVerne Elementary Preparatory Academy,601686.0,601686.0,,60168612333.0,447.0,KG-08,3.0,442,CALPADS Fall 1 Submission enrollment,8231,519,8750,8231,519,8750,0,0,0,3638102,229398,3867500,8187.36017897091,13113,3880613,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014856,Lawndale Elementary,Billy Mitchell Elementary,621210.0,621210.0,5501905500000.0,62121002540.0,522.0,KG-05,2.0,522,CALPADS Fall 1 Submission enrollment,15086,795,15881,10175,329,10504,4911,466,5377,7874892,414990,8289882,17149.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646910130872,Lawndale Elementary,Carson School,621210.0,621210.0,5501905500000.0,62121014174.0,,,0.0,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,0,79025171,1,0,0,0,1,1,0
CA,2018-2019,19646910000000,19646916014914,Lawndale Elementary,F. D. Roosevelt Elementary,621210.0,621210.0,5501905500000.0,62121002541.0,606.0,KG-05,2.0,606,CALPADS Fall 1 Submission enrollment,15669,884,16553,10758,418,11176,4911,466,5377,9495414,535704,10031118,17821.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646910112144,Lawndale Elementary,Jane Addams Middle,621210.0,621210.0,5501905500000.0,62121011612.0,842.0,06-08,3.0,842,CALPADS Fall 1 Submission enrollment,13872,653,14525,8961,187,9148,4911,466,5377,11680224,549826,12230050,15793.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014898,Lawndale Elementary,Lucille J. Smith Elementary,621210.0,621210.0,5501905500000.0,62121011613.0,417.0,KG-05,2.0,417,CALPADS Fall 1 Submission enrollment,14727,670,15397,9816,204,10020,4911,466,5377,6141159,279390,6420549,16665.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014906,Lawndale Elementary,Mark Twain Elementary,621210.0,621210.0,5501905500000.0,62121002543.0,564.0,KG-05,2.0,564,CALPADS Fall 1 Submission enrollment,13189,623,13812,8278,157,8435,4911,466,5377,7438596,351372,7789968,15080.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014922,Lawndale Elementary,Will Rogers Middle,621210.0,621210.0,5501905500000.0,62121002544.0,957.0,06-08,3.0,957,CALPADS Fall 1 Submission enrollment,13973,693,14666,9062,227,9289,4911,466,5377,13372161,663201,14035362,15934.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014831,Lawndale Elementary,William Anderson Elementary,621210.0,621210.0,5501905500000.0,62121002545.0,694.0,KG-05,2.0,694,CALPADS Fall 1 Submission enrollment,14072,665,14737,9161,199,9360,4911,466,5377,9765968,461510,10227478,16005.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,19646910000000,19646916014930,Lawndale Elementary,William Green Elementary,621210.0,621210.0,5501905500000.0,62121002546.0,684.0,KG-05,2.0,684,CALPADS Fall 1 Submission enrollment,13939,682,14621,9028,216,9244,4911,466,5377,9534276,466488,10000764,15889.2062937778,0,79025171,1,0,0,0,1,0,0
CA,2018-2019,23739160000000,23739162330223,Laytonville Unified,Laytonville Continuation High,642580.0,642580.0,5502360200000.0,64258000666.0,0.0,09-12,4.0,,CALPADS Fall 1 Submission enrollment,0,0,0,0,0,0,0,0,0,,,,,132235,5967835,1,0,0,0,1,1,0
CA,2018-2019,23739160000000,23739166025308,Laytonville Unified,Laytonville Elementary,642580.0,642580.0,5502360200000.0,64258007899.0,240.0,KG-08,3.0,240,CALPADS Fall 1 Submission enrollment,14190,1035,15225,8133,1035,9168,6057,0,6057,3405600,248400,3654000,16131.6666666666,132235,5967835,1,0,0,0,1,0,0
CA,2018-2019,23739160000000,23739162332260,Laytonville Unified,Laytonville High,642580.0,642580.0,5502360200000.0,64258007900.0,110.0,09-12,4.0,110,CALPADS Fall 1 Submission enrollment,17348,880,18228,11371,880,12251,5977,0,5977,1908280,96800,2005080,19134.6666666666,132235,5967835,1,0,0,0,1,0,0
CA,2018-2019,23739160000000,23739166107866,Laytonville Unified,Spy Rock Elementary,642580.0,642580.0,5502360200000.0,64258009464.0,10.0,KG-08,3.0,10,CALPADS Fall 1 Submission enrollment,17475,177,17652,11443,177,11620,6032,0,6032,174750,1770,176520,18558.6666666666,132235,5967835,1,0,0,0,1,0,0
CA,2018-2019,1100176002000,60020006002000,Lazear Charter Academy,Lazear Charter Academy,602405.0,602405.0,,60240504288.0,476.0,KG-08,3.0,472,CALPADS Fall 1 Submission enrollment,12463,701,13164,12463,701,13164,0,0,0,5882536,330872,6213408,12284.9915966386,15556,6228964,1,0,0,0,1,0,0
CA,2018-2019,24657220000000,24657226025498,Le Grand Union Elementary,Le Grand Elementary,621240.0,621240.0,5502401600000.0,62124002547.0,371.0,KG-08,3.0,369,CALPADS Fall 1 Submission enrollment,13462,929,14391,11501,929,12430,1961,0,1961,4967478,342801,5310279,15481.8921832884,381957,5692236,1,0,0,0,1,0,0
CA,2018-2019,24657300000000,24657302430064,Le Grand Union High,Granada High,621270.0,621270.0,5502401700000.0,62127009563.0,32.0,09-12,4.0,32,CALPADS Fall 1 Submission enrollment,12078,379,12457,12078,379,12457,0,0,0,386496,12128,398624,13506.3365949119,1498093,8906882,1,0,0,0,1,0,0
CA,2018-2019,24657300000000,24657302433001,Le Grand Union High,Le Grand High,621270.0,621270.0,5502401700000.0,62127002548.0,479.0,09-12,4.0,479,CALPADS Fall 1 Submission enrollment,12514,2121,14635,10768,2121,12889,1746,0,1746,5994206,1015959,7010165,15684.3365949119,1498093,8906882,1,0,0,0,1,0,0
CA,2018-2019,38684783830411,38304113830411,Leadership High,Leadership High,601491.0,601491.0,,60149107354.0,324.0,09-12,4.0,324,CALPADS Fall 1 Submission enrollment,11146,316,11462,11146,316,11462,0,0,0,3611304,102384,3713688,11000.0,0,3713688,1,0,0,0,1,0,0
CA,2018-2019,1611920108670,1086700108670,Leadership Public Schools - Hayward,Leadership Public Schools - Hayward,601815.0,601815.0,,60181510737.0,595.0,09-12,4.0,595,CALPADS Fall 1 Submission enrollment,,,,,,,0,0,0,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,7617960101477,1014770101477,Leadership Public Schools: Richmond,Leadership Public Schools: Richmond,601892.0,601892.0,,60189211225.0,597.0,09-12,4.0,597,CALPADS Fall 1 Submission enrollment,,,,,,,0,0,0,,,,,0,0,1,0,0,0,1,1,1
CA,2018-2019,19647330137513,1375130137513,Learning by Design Charter,Learning by Design Charter,602090.0,602090.0,,60209014271.0,45.0,KG-05,2.0,35,CALPADS Fall 1 Submission enrollment,17357,2453,19810,17357,2453,19810,0,0,0,607495,85855,693350,,75148,768498,1,0,0,0,1,0,1
CA,2018-2019,37683380106799,1067990106799,Learning Choice Academy,Learning Choice Academy,602323.0,602323.0,,60232311139.0,566.0,KG-12,4.0,566,CALPADS Fall 1 Submission enrollment,10272,766,11038,10272,766,11038,0,0,0,5813952,433556,6247508,10448.7632508833,0,6247508,1,0,0,0,1,0,0
CA,2018-2019,37680230138073,1380730138073,Learning Choice Academy - Chula Vista,Learning Choice Academy - Chula Vista,602122.0,602122.0,,60212214260.0,383.0,KG-12,4.0,383,CALPADS Fall 1 Submission enrollment,7505,0,7505,7505,0,7505,0,0,0,2874415,0,2874415,,0,2874415,1,0,0,0,1,0,1
CA,2018-2019,27660922730240,27302402730240,Learning for Life Charter,Learning for Life Charter,602318.0,602318.0,,60231810560.0,128.0,07-12,4.0,128,CALPADS Fall 1 Submission enrollment,10984,114,11098,10984,114,11098,0,0,0,1405952,14592,1420544,11070.3125,0,1420544,1,0,0,0,1,0,0
CA,2018-2019,1612590115592,1155920115592,Learning Without Limits,Learning Without Limits,601886.0,601886.0,,60188612054.0,429.0,KG-05,2.0,429,CALPADS Fall 1 Submission enrollment,12287,693,12980,12287,693,12980,0,0,0,5271123,297297,5568420,11990.6759906759,0,5568420,1,0,0,0,1,0,0
CA,2018-2019,19648810118075,1180750118075,Learning Works,Learning Works,601869.0,601869.0,,60186912366.0,204.0,07-12,4.0,204,CALPADS Fall 1 Submission enrollment,11048,588,11636,11048,588,11636,0,0,0,2253792,119952,2373744,10696.0784313725,132,2373876,1,0,0,0,1,0,0
CA,2018-2019,23752180000000,23752186025118,Leggett Valley Unified,Leggett Valley Elementary,609665.0,609665.0,5502320100000.0,60966509671.0,66.0,KG-08,3.0,66,CALPADS Fall 1 Submission enrollment,17748,673,18421,7552,598,8150,10196,75,10271,1171368,44418,1215786,,1902,2503372,1,0,0,0,1,0,1
CA,2018-2019,23752180000000,23752182332724,Leggett Valley Unified,Leggett Valley High,609665.0,609665.0,5502320100000.0,60966509665.0,16.0,09-12,4.0,16,CALPADS Fall 1 Submission enrollment,24199,225,24424,14003,150,14153,10196,75,10271,387184,3600,390784,,1902,2503372,1,0,0,0,1,0,1
CA,2018-2019,23752180000000,23752186111074,Leggett Valley Unified,Whale Gulch Elementary,609665.0,609665.0,5502320100000.0,60966500669.0,36.0,KG-08,3.0,36,CALPADS Fall 1 Submission enrollment,15853,607,16460,6516,558,7074,9337,49,9386,570708,21852,592560,,1902,2503372,1,0,0,0,1,0,1
CA,2018-2019,23752180000000,23752182330207,Leggett Valley Unified,Whale Gulch High,609665.0,609665.0,5502320100000.0,60966510258.0,10.0,09-12,4.0,10,CALPADS Fall 1 Submission enrollment,30185,49,30234,20848,0,20848,9337,49,9386,301850,490,302340,,1902,2503372,1,0,0,0,1,0,1
CA,2018-2019,37682050000000,37682056038608,Lemon Grove,Lemon Grove Academy for the Sciences and Humanities,621330.0,621330.0,5503702600000.0,62133002549.0,1094.0,KG-08,3.0,1094,CALPADS Fall 1 Submission enrollment,10898,1405,12303,6574,1069,7643,4324,336,4660,11922412,1537070,13459482,13523.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,37682050000000,37682056038624,Lemon Grove,Monterey Heights Elementary,621330.0,621330.0,5503702600000.0,62133002551.0,418.0,KG-06,2.0,418,CALPADS Fall 1 Submission enrollment,10994,1420,12414,6670,1084,7754,4324,336,4660,4595492,593560,5189052,13634.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,37682050000000,37682056038632,Lemon Grove,Mt. Vernon,621330.0,621330.0,5503702600000.0,62133002552.0,539.0,KG-08,3.0,539,CALPADS Fall 1 Submission enrollment,9536,1243,10779,5212,907,6119,4324,336,4660,5139904,669977,5809881,11999.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,37682050000000,37682056038657,Lemon Grove,San Altos Elementary,621330.0,621330.0,5503702600000.0,62133002554.0,376.0,KG-06,2.0,376,CALPADS Fall 1 Submission enrollment,12678,1689,14367,8354,1353,9707,4324,336,4660,4766928,635064,5401992,15587.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,37682050000000,37682056038665,Lemon Grove,San Miguel Elementary,621330.0,621330.0,5503702600000.0,62133002555.0,523.0,KG-06,2.0,523,CALPADS Fall 1 Submission enrollment,10894,1460,12354,6570,1124,7694,4324,336,4660,5697562,763580,6461142,13574.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,37682050000000,37682056038673,Lemon Grove,Vista La Mesa Academy,621330.0,621330.0,5503702600000.0,62133002556.0,632.0,KG-08,3.0,632,CALPADS Fall 1 Submission enrollment,10721,1379,12100,6397,1043,7440,4324,336,4660,6775672,871528,7647200,13320.4655893006,7820191,51788940,1,0,0,0,1,0,0
CA,2018-2019,16639820110205,1102050110205,Lemoore Middle College High,Lemoore Middle College High,602412.0,602412.0,,60241211607.0,236.0,09-12,4.0,236,CALPADS Fall 1 Submission enrollment,10093,0,10093,10093,0,10093,0,0,0,2381948,0,2381948,,1973382,4355330,1,0,0,0,1,1,1
CA,2018-2019,16639820136234,1362340136234,Lemoore Online College Preparatory High,Lemoore Online College Preparatory High,601820.0,601820.0,,60182014163.0,26.0,09-12,4.0,26,CALPADS Fall 1 Submission enrollment,9412,0,9412,9412,0,9412,0,0,0,244712,0,244712,,1973382,2218094,1,0,0,0,1,1,1
CA,2018-2019,16639740000000,16639740128702,Lemoore Union Elementary,Bridges Academy,621360.0,621360.0,5501601500000.0,62136013720.0,3.0,06-08,3.0,3,CALPADS Fall 1 Submission enrollment,58293,51173,109466,54474,50950,105424,3819,223,4042,174879,153519,328398,109157.872430471,48950,39329236,1,0,0,0,1,1,0
CA,2018-2019,16639740000000,16639746118590,Lemoore Union Elementary,Cinnamon Elementary,621360.0,621360.0,5501601500000.0,62136008709.0,570.0,KG-06,2.0,570,CALPADS Fall 1 Submission enrollment,9982,329,10311,6163,106,6269,3819,223,4042,5689740,187530,5877270,10002.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639740000000,16639746069140,Lemoore Union Elementary,Lemoore Elementary,621360.0,621360.0,5501601500000.0,62136002557.0,618.0,KG-06,2.0,618,CALPADS Fall 1 Submission enrollment,14148,613,14761,10329,390,10719,3819,223,4042,8743464,378834,9122298,14452.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639740000000,16639740100156,Lemoore Union Elementary,Lemoore University Elementary Charter,621360.0,621360.0,5501601500000.0,62136011285.0,172.0,06-08,3.0,172,CALPADS Fall 1 Submission enrollment,12398,223,12621,8579,0,8579,3819,223,4042,2132456,38356,2170812,12312.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639740000000,16639746111934,Lemoore Union Elementary,Liberty Middle,621360.0,621360.0,5501601500000.0,62136003169.0,625.0,07-08,3.0,625,CALPADS Fall 1 Submission enrollment,10651,289,10940,6832,66,6898,3819,223,4042,6656875,180625,6837500,10631.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639740000000,16639746010532,Lemoore Union Elementary,Meadow Lane Elementary,621360.0,621360.0,5501601500000.0,62136002558.0,632.0,KG-06,2.0,632,CALPADS Fall 1 Submission enrollment,11307,402,11709,7488,179,7667,3819,223,4042,7146024,254064,7400088,11400.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639740000000,16639746066666,Lemoore Union Elementary,P. W. Engvall Elementary,621360.0,621360.0,5501601500000.0,62136002559.0,688.0,KG-06,2.0,688,CALPADS Fall 1 Submission enrollment,10606,359,10965,6787,136,6923,3819,223,4042,7296928,246992,7543920,10656.8724304715,48950,39329236,1,0,0,0,1,0,0
CA,2018-2019,16639820000000,16639821630011,Lemoore Union High,Jamison (Donald C.) High (Continuation),621400.0,621400.0,5501601600000.0,62140002562.0,100.0,09-12,4.0,100,CALPADS Fall 1 Submission enrollment,17636,1256,18892,14197,965,15162,3439,291,3730,1763600,125600,1889200,,1973382,24603070,1,0,0,0,1,0,1
CA,2018-2019,16639820000000,16639821635606,Lemoore Union High,Lemoore High,621400.0,621400.0,5501601600000.0,62140002561.0,1828.0,09-12,4.0,1828,CALPADS Fall 1 Submission enrollment,10511,835,11346,7072,544,7616,3439,291,3730,19214108,1526380,20740488,,1973382,24603070,1,0,0,0,1,0,1
CA,2018-2019,19647090000000,19647096014948,Lennox,Buford Elementary,621420.0,621420.0,5501905600000.0,62142002563.0,664.0,KG-05,2.0,660,CALPADS Fall 1 Submission enrollment,12572,1963,14535,8812,1020,9832,3760,943,4703,8297520,1295580,9593100,15410.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647090100610,Lennox,Dolores Huerta Elementary,621420.0,621420.0,5501905600000.0,62142011299.0,592.0,KG-05,2.0,592,CALPADS Fall 1 Submission enrollment,12446,2017,14463,8800,1103,9903,3646,914,4560,7368032,1194064,8562096,15338.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647096014955,Lennox,Felton Elementary,621420.0,621420.0,5501905600000.0,62142002564.0,526.0,KG-05,2.0,526,CALPADS Fall 1 Submission enrollment,16089,2796,18885,12490,1894,14384,3599,902,4501,8462814,1470696,9933510,19760.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647096014963,Lennox,Jefferson Elementary,621420.0,621420.0,5501905600000.0,62142002565.0,918.0,KG-05,2.0,917,CALPADS Fall 1 Submission enrollment,11625,2147,13772,7914,1216,9130,3711,931,4642,10660125,1968799,12628924,14647.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647096106736,Lennox,Lennox Middle,621420.0,621420.0,5501905600000.0,62142009147.0,1527.0,06-08,3.0,1527,CALPADS Fall 1 Submission enrollment,12007,1733,13740,8847,941,9788,3160,792,3952,18334689,2646291,20980980,14615.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647090135038,Lennox,Lennox Virtual Academy,621420.0,621420.0,5501905600000.0,62142014005.0,264.0,KG-08,3.0,256,CALPADS Fall 1 Submission enrollment,7885,792,8677,4725,0,4725,3160,792,3952,2018560,202752,2221312,9552.70696452036,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090000000,19647096014971,Lennox,Moffett Elementary,621420.0,621420.0,5501905600000.0,62142002566.0,833.0,KG-05,2.0,821,CALPADS Fall 1 Submission enrollment,11693,1954,13647,8089,1050,9139,3604,904,4508,9599953,1604234,11204187,14522.7069645203,24037899,99162008,1,0,0,0,1,0,0
CA,2018-2019,19647090100602,1006020100602,"Lennox Mathematics, Science and Technology Academy","Lennox Mathematics, Science and Technology Academy",601617.0,601617.0,,60161711328.0,579.0,09-12,4.0,579,CALPADS Fall 1 Submission enrollment,9493,2778,12271,9493,2778,12271,0,0,0,5496447,1608462,7104909,,6,7104915,1,0,0,0,1,1,1
CA,2018-2019,37680230119594,1195940119594,Leonardo da Vinci Health Sciences Charter,Leonardo da Vinci Health Sciences Charter,601992.0,601992.0,,60199212425.0,264.0,KG-06,2.0,264,CALPADS Fall 1 Submission enrollment,10011,396,10407,10011,396,10407,0,0,0,2642904,104544,2747448,10056.8181818181,10407,2757855,1,0,0,0,1,0,0
CA,2018-2019,53717460000000,53717466053789,Lewiston Elementary,Lewiston Elementary,621480.0,621480.0,5505301200000.0,62148002569.0,59.0,KG-08,3.0,59,CALPADS Fall 1 Submission enrollment,21607,2360,23967,14425,2337,16762,7182,23,7205,1274813,139240,1414053,,0,1414053,1,0,0,0,1,1,1
CA,2018-2019,19647330131904,1319040131904,Libertas College Preparatory Charter,Libertas College Preparatory Charter,601958.0,601958.0,,60195813902.0,258.0,04-08,3.0,258,CALPADS Fall 1 Submission enrollment,11265,1633,12898,11265,1633,12898,0,0,0,2906370,421314,3327684,12542.6356589147,0,3327684,1,0,0,0,1,0,0
CA,2018-2019,49707970000000,49707976051833,Liberty Elementary,Liberty Elementary,621540.0,621540.0,5504903600000.0,62154002570.0,161.0,01-06,2.0,161,CALPADS Fall 1 Submission enrollment,8417,58,8475,5623,0,5623,2794,58,2852,1355137,9338,1364475,,1905753,4487088,1,0,0,0,1,0,1
CA,2018-2019,54719850000000,54719856054134,Liberty Elementary,Liberty Elementary,621570.0,621570.0,5505402600000.0,62157002571.0,665.0,KG-08,3.0,665,CALPADS Fall 1 Submission enrollment,8700,1295,9995,8700,259,8959,0,1036,1036,5785500,861175,6646675,8031.57894736842,689416,7336091,1,0,0,0,1,0,0
CA,2018-2019,49707970000000,49707970123422,Liberty Elementary,Liberty Primary,621540.0,621540.0,5504903600000.0,62154012693.0,51.0,KG-01,1.0,51,CALPADS Fall 1 Submission enrollment,22760,1100,23860,19966,1042,21008,2794,58,2852,1160760,56100,1216860,,1905753,4487088,1,0,0,0,1,0,1
CA,2018-2019,7617210000000,7617210730457,Liberty Union High,Freedom High,621600.0,621600.0,5500701500000.0,62160005726.0,2589.0,09-12,4.0,2589,CALPADS Fall 1 Submission enrollment,8428,205,8633,7745,94,7839,683,111,794,21820092,530745,22350837,,15242743,86217130,1,0,0,0,1,0,1
CA,2018-2019,7617210000000,7617210107797,Liberty Union High,Heritage High,621600.0,621600.0,5500701500000.0,62160010755.0,2589.0,09-12,4.0,2589,CALPADS Fall 1 Submission enrollment,8117,125,8242,7434,14,7448,683,111,794,21014913,323625,21338538,,15242743,86217130,1,0,0,0,1,0,1
CA,2018-2019,7617210000000,7617210730572,Liberty Union High,Independence High,621600.0,621600.0,5500701500000.0,62160008457.0,250.0,09-12,4.0,250,CALPADS Fall 1 Submission enrollment,10995,11,11006,10929,0,10929,66,11,77,2748750,2750,2751500,,15242743,86217130,1,0,0,0,1,0,1
CA,2018-2019,7617210000000,7617210733998,Liberty Union High,La Paloma High (Continuation),621600.0,621600.0,5500701500000.0,62160002572.0,169.0,09-12,4.0,169,CALPADS Fall 1 Submission enrollment,11758,238,11996,11714,231,11945,44,7,51,1987102,40222,2027324,,15242743,86217130,1,0,0,0,1,0,1
